"","Sensor","last_name","first_name","date","type","position","feature_distance","feature_d_speed_0_5","feature_d_speed_5_10","feature_d_speed_10_15","feature_d_speed_15_21","feature_d_speed_21_24","feature_d_speed_24_30","feature_d_speed_over30","feature_hid_d_15","feature_hid_d_21","feature_acc_3mss","feature_dec_3mss","feature_acc_3.5mss","feature_dec_3.5mss","feature_acc_4mss","feature_dec_4mss","feature_sprint_over24","feature_avg_speed","feature_max_speed","feature_max_acc"
"1171","25","FRYDEK","MARTIN",2020-11-02 09:17:36,"practice","artin left",7.87,2.51,3.24,1.3,0.65,0.11,0.07,0,0.81,0.17,41,45,17,23,4,11,7,4.77,28.5,5.22
"1172","28","MARLEKU","MARK",2020-11-02 09:17:36,"practice","center forward",8.07,2.54,3.2,1.44,0.73,0.12,0.05,0,0.88,0.17,96,80,43,35,6,17,3,4.94,27.87,5.27
"1173","77","F","UGRINIC",2020-11-02 09:17:36,"practice","ilip center",7.98,2.67,2.95,1.55,0.71,0.09,0.01,0,0.8,0.1,84,50,40,25,18,8,3,4.86,25.61,5.31
"1174","2","KAKABADZE","OTAR",2020-02-03 13:34:57,"practice","right back",3.04,1.1,1.42,0.37,0.13,0.02,0.01,0,0.15,0.03,20,5,8,1,3,0,1,4.07,24.41,4.54
"1175","3","CIRKOVIC","LAZAR",2020-02-03 13:34:57,"practice","center back",5.15,1.82,2.37,0.76,0.18,0.02,0,0,0.19,0.02,63,28,33,10,8,4,0,4.16,23.21,5
"1176","4","KNEZEVIC","STEFAN",2020-02-03 13:34:57,"practice","center back",3.1,1.16,1.49,0.28,0.16,0.01,0,0,0.17,0.01,24,11,13,6,7,2,0,4.14,22.82,4.4
"1177","5","ALVES","LUCAS",2020-02-03 13:34:57,"practice","center back",3.17,1.05,1.44,0.42,0.21,0.04,0,0,0.25,0.04,35,21,22,11,11,3,0,4.14,23.49,5.53
"1178","7","IBRAH","NDIAYE",2020-02-03 13:34:57,"practice","left forward",5.93,1.94,2.11,1.35,0.46,0.06,0.02,0,0.53,0.08,92,63,46,35,20,17,2,4.82,26.18,4.93
"1179","9","MARGIOTTA","F",2020-02-03 13:34:57,"practice","ran center",2.89,1.07,1.45,0.27,0.1,0.01,0,0,0.11,0.01,15,12,5,4,2,1,0,3.89,23.04,4.99
"1180","10","ELEKE","BLESSING",2020-02-03 13:34:57,"practice","center forward",5.52,2.32,2.38,0.62,0.18,0.03,0,0,0.21,0.03,53,20,13,6,2,2,0,4.32,23.97,4.51
"1181","11","SCHURPF","PASCA",2020-02-03 13:34:57,"practice","left forward",3.13,1.2,1.41,0.4,0.12,0,0,0,0.12,0,29,8,6,5,2,0,0,4.13,20.77,4.39
"1182","12","SIDLER","SYLVAN",2020-02-03 13:34:57,"practice","left back",3.25,1.23,1.39,0.49,0.14,0.01,0,0,0.15,0.01,39,17,20,7,4,1,0,4.12,22.01,4.86
"1183","13","NDENGE","TSIY",2020-02-03 13:34:57,"practice","center midfield",3.06,1.27,1.21,0.44,0.13,0,0,0,0.13,0,38,11,21,5,10,1,0,3.81,22.95,5.46
"1184","14","VOCA","IDRIZ",2020-02-03 13:34:57,"practice","center midfield",3.25,1.14,1.3,0.62,0.18,0,0,0,0.18,0,43,7,17,4,6,3,0,4.3,21.16,4.7
"1185","17","GRETHER","SIMON",2020-02-03 13:34:57,"practice","right back",3.1,1.29,1.23,0.43,0.13,0.02,0,0,0.15,0.02,37,9,21,3,6,0,0,4.19,23.37,5.03
"1186","18","EMINI","LORIK",2020-02-03 13:34:57,"practice","orik center",5.61,1.98,2.49,0.75,0.33,0.04,0.02,0,0.38,0.05,47,54,25,26,9,12,2,4.47,26.12,5.07
"1187","20","DEMHASAJ","MIMI",2020-02-03 13:34:57,"practice","center forward",5.53,1.94,2.2,0.96,0.4,0.02,0,0,0.41,0.02,53,27,18,13,10,7,0,4.46,23.38,5.35
"1188","21","MALES","DARIAN",2020-02-03 13:34:57,"practice","center forward",3.33,1.1,1.29,0.75,0.16,0.03,0,0,0.18,0.02,47,22,22,5,4,1,0,4.41,23.83,4.68
"1189","22","BURCH","MARCO",2020-02-03 13:34:57,"practice","right back",5.9,2.09,2.44,1.04,0.29,0.03,0.01,0,0.32,0.04,71,55,26,26,7,6,1,4.66,26.86,4.83
"1190","23","MISTVAFOVIC","DAVID",2020-02-03 13:34:57,"practice","center back",5.9,1.88,2.39,1.24,0.37,0.02,0,0,0.38,0.02,74,51,32,17,11,10,0,4.75,23.12,4.58
"1191","27","SCHWEGLER","CHRISTIAN",2020-02-03 13:34:57,"practice","right back",5.16,1.78,2.17,0.88,0.27,0.05,0.01,0,0.32,0.05,86,44,43,25,16,9,1,4.43,24.76,5.21
"1192","77","RYDER","MATOS",2020-02-03 13:34:57,"practice","center forward",2.88,1.07,1.27,0.35,0.14,0.05,0,0,0.19,0.05,24,14,19,6,8,2,1,4,24.03,5.22
"1193","2","KAKABADZE","OTAR",2020-06-03 07:56:51,"practice","right back",6.76,2.26,2.46,1.4,0.54,0.07,0.02,0,0.63,0.09,28,25,5,14,0,0,2,4.65,27.72,3.98
"1194","3","BÜRKI","MARCO",2020-06-03 07:56:51,"practice","left back",6.32,2.27,2.52,1.02,0.45,0.03,0.02,0,0.49,0.05,35,37,12,18,5,7,2,4.36,26.81,4.3
"1195","4","KNEZEVIC","STEFAN",2020-06-03 07:56:51,"practice","center back",6.77,2.39,2.32,1.47,0.51,0.07,0.01,0,0.57,0.08,48,46,15,20,7,8,2,4.64,24.69,4.5
"1196","5","ALVES","LUCAS",2020-06-03 07:56:51,"practice","center back",6.07,2.17,2.32,1.16,0.35,0.04,0.03,0,0.41,0.07,37,42,14,24,7,15,3,4.16,27,4.45
"1197","6","BALATUBAN","ASH",2020-06-03 07:56:51,"practice","left back",7.03,2.49,2.4,1.36,0.63,0.12,0.04,0,0.76,0.15,62,90,32,46,9,23,4,4.87,28.08,5.16
"1198","7","IBRAH","NDIAYE",2020-06-03 07:56:51,"practice","left forward",6.9,2.34,2.13,1.75,0.62,0.05,0.01,0,0.67,0.05,59,55,22,26,8,5,2,4.72,25.22,5.3
"1199","9","MARGIOTTA","F",2020-06-03 07:56:51,"practice","ran center",6.1,2.22,2.34,1.21,0.31,0.02,0,0,0.32,0.02,15,30,7,14,1,7,0,4.16,23.69,4.29
"1200","10","ELEKE","BLESSING",2020-06-03 07:56:51,"practice","center forward",7.21,2.79,2.57,1.18,0.56,0.08,0.03,0,0.66,0.11,55,51,23,28,5,20,3,4.95,27.83,5.74
"1201","11","SCHURPF","PASCA",2020-06-03 07:56:51,"practice","left forward",6.63,2.24,2.23,1.3,0.65,0.17,0.04,0,0.85,0.21,42,53,19,29,5,9,7,4.74,25.72,4.98
"1202","12","SIDLER","SYLVAN",2020-06-03 07:56:51,"practice","left back",7.65,2.91,2.59,1.58,0.48,0.07,0.02,0,0.55,0.08,35,52,10,30,4,13,3,5.11,26.49,4.4
"1203","13","NDENGE","TSIY",2020-06-03 07:56:51,"practice","center midfield",6.51,2.38,2.3,1.41,0.4,0.01,0.01,0,0.41,0.02,38,39,17,17,4,11,1,4.39,24.72,4.65
"1204","14","VOCA","IDRIZ",2020-06-03 07:56:51,"practice","center midfield",7.32,2.29,2.38,2,0.63,0.02,0,0,0.64,0.02,40,44,19,14,7,5,0,5.09,22.81,4.76
"1205","15","SCHULZ","MARVIN",2020-06-03 07:56:51,"practice","center midfield",6.73,2.33,2.33,1.57,0.39,0.08,0.04,0,0.49,0.11,36,33,15,22,5,7,4,4.64,27.14,5.12
"1206","17","GRETHER","SIMON",2020-06-03 07:56:51,"practice","right back",6.68,2.32,2.17,1.4,0.7,0.07,0.02,0,0.77,0.09,47,54,20,27,12,17,3,4.7,25.77,4.71
"1207","18","EMINI","LORIK",2020-06-03 07:56:51,"practice","orik center",7.52,2.11,3.33,1.8,0.23,0.04,0.01,0,0.27,0.04,8,39,2,16,1,16,1,5.19,25.94,4.14
"1208","20","DEMHASAJ","MIMI",2020-06-03 07:56:51,"practice","center forward",6.59,2.18,2.31,1.43,0.58,0.06,0.02,0,0.64,0.08,37,36,17,16,7,9,3,4.6,26.79,4.75
"1209","22","BURCH","MARCO",2020-06-03 07:56:51,"practice","right back",7.15,2.63,2.4,1.54,0.54,0.02,0,0,0.56,0.02,55,70,20,36,1,19,0,4.91,22.94,4.2
"1210","23","MISTVAFOVIC","DAVID",2020-06-03 07:56:51,"practice","center back",7.47,2.4,2.64,1.87,0.48,0.05,0.02,0,0.55,0.07,42,45,16,28,4,9,2,5.11,26.25,4.46
"1211","27","SCHWEGLER","CHRISTIAN",2020-06-03 07:56:51,"practice","right back",6.36,2.18,2.27,1.38,0.46,0.05,0.01,0,0.5,0.06,49,59,26,31,7,18,2,4.65,25.12,4.56
"1212","28","TIA","CHEF",2020-06-03 07:56:51,"practice","center forward",4.06,1.24,1.45,0.9,0.38,0.07,0.02,0,0.46,0.09,15,31,3,12,0,0,3,5.24,25.66,3.8
"1213","77","RYDER","MATOS",2020-06-03 07:56:51,"practice","center forward",6.27,2.4,2.22,1.04,0.49,0.08,0.05,0,0.6,0.12,47,43,16,26,5,14,5,4.38,25.92,4.83
"1214","2","KAKABADZE","OTAR",2019-08-03 12:52:07,"practice","right back",4.26,2.25,1.38,0.47,0.16,0,0,0,0.16,0,40,19,15,4,2,4,0,3.88,19.22,4.58
"1215","3","CIRKOVIC","LAZAR",2019-08-03 12:52:07,"practice","center back",4.38,2.19,1.49,0.62,0.08,0,0,0,0.08,0,36,20,11,9,2,3,0,3.94,18.48,4.1
"1216","4","KNEZEVIC","STEFAN",2019-08-03 12:52:07,"practice","center back",2.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,9.65,0
"1217","5","ALVES","LUCAS",2019-08-03 12:52:07,"practice","center back",1.48,1.13,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,11.23,0
"1218","6","ARNOLD","REMO",2019-08-03 12:52:07,"practice","center midfield",4.47,2.14,1.51,0.58,0.23,0,0,0,0.23,0,58,28,22,17,5,5,0,4.31,20.14,4.37
"1219","7","IBRAH","NDIAYE",2019-08-03 12:52:07,"practice","left forward",4.59,1.74,1.86,0.63,0.32,0.02,0.02,0,0.35,0.04,76,49,47,26,19,10,1,3.92,27.57,5.2
"1220","9","MARGIOTTA","F",2019-08-03 12:52:07,"practice","ran center",4.52,1.99,1.55,0.78,0.2,0,0,0,0.2,0,53,33,15,10,1,3,0,4.16,20.9,4.02
"1221","10","ELEKE","BLESSING",2019-08-03 12:52:07,"practice","center forward",1.55,1.08,0.41,0.05,0.01,0,0,0,0,0,1,1,0,0,0,0,0,3.55,16.47,3.26
"1222","11","SCHURPF","PASCA",2019-08-03 12:52:07,"practice","left forward",1.62,1.25,0.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,15.03,0
"1223","12","SIDLER","SYLVAN",2019-08-03 12:52:07,"practice","left back",4.33,2.12,1.49,0.51,0.21,0,0,0,0.21,0,44,16,29,6,9,3,0,4.06,20.19,4.93
"1224","13","NDENGE","TSIY",2019-08-03 12:52:07,"practice","center midfield",1.52,1.33,0.17,0.01,0,0,0,0,0,0,1,0,1,0,1,0,0,3,14.81,4.09
"1225","14","VOCA","IDRIZ",2019-08-03 12:52:07,"practice","center midfield",1.42,1.1,0.32,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,10.37,0
"1226","15","SCHULZ","MARVIN",2019-08-03 12:52:07,"practice","center midfield",1.57,1.18,0.37,0.03,0,0,0,0,0,0,7,3,1,2,1,0,0,3.35,15.14,4.33
"1227","17","GRETHER","SIMON",2019-08-03 12:52:07,"practice","right back",1.43,1.13,0.23,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,14.44,0
"1228","20","DEMHASAJ","MIMI",2019-08-03 12:52:07,"practice","center forward",1.42,1.08,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,10.56,0
"1229","27","SCHWEGLER","CHRISTIAN",2019-08-03 12:52:07,"practice","right back",1.79,1.47,0.31,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,2.78,11.18,3.17
"1230","28","TIA","CHEF",2019-08-03 12:52:07,"practice","center forward",4.39,1.99,1.4,0.68,0.31,0.01,0,0,0.3,0.01,64,49,34,19,22,7,0,4.21,21.8,5.15
"1231","4","KNEZEVIC","STEFAN",2020-09-03 08:10:38,"practice","center back",4.89,2.95,1.66,0.23,0.05,0,0,0,0.05,0,28,26,14,7,2,2,0,3.35,18.13,4.21
"1232","5","ALVES","LUCAS",2020-09-03 08:10:38,"practice","center back",4.43,2.42,1.69,0.27,0.04,0,0,0,0.04,0,51,27,26,10,7,7,0,3.01,18.61,4.68
"1233","7","IBRAH","NDIAYE",2020-09-03 08:10:38,"practice","left forward",5.35,2.48,1.89,0.56,0.28,0.11,0.03,0,0.41,0.13,44,35,21,16,10,12,4,3.76,25.6,4.86
"1234","9","MARGIOTTA","F",2020-09-03 08:10:38,"practice","ran center",4.57,2.63,1.52,0.33,0.09,0,0,0,0.09,0,15,18,9,12,3,4,0,3.13,20.9,4.96
"1235","11","SCHURPF","PASCA",2020-09-03 08:10:38,"practice","left forward",5.34,2.64,2.07,0.45,0.15,0.02,0,0,0.17,0.02,25,22,14,16,1,8,0,3.74,23.27,4.02
"1236","14","VOCA","IDRIZ",2020-09-03 08:10:38,"practice","center midfield",5.6,3.13,2.29,0.19,0,0,0,0,0,0,14,11,2,4,0,0,0,3.92,15.09,3.61
"1237","15","SCHULZ","MARVIN",2020-09-03 08:10:38,"practice","center midfield",5.65,2.81,1.92,0.55,0.17,0.03,0.17,0,0.37,0.2,40,20,28,4,14,2,3,3.9,27.87,5.15
"1238","17","GRETHER","SIMON",2020-09-03 08:10:38,"practice","right back",5.68,2.67,2.23,0.49,0.16,0.07,0.06,0,0.28,0.13,48,35,15,9,5,5,5,3.89,29.64,4.83
"1239","21","LINO","LANG",2020-09-03 08:10:38,"practice","right midfield",4.93,2.74,1.91,0.28,0.01,0,0,0,0.01,0,22,35,6,16,3,9,0,3.38,16.27,4.88
"1240","77","F","UGRINIC",2020-09-03 08:10:38,"practice","ilip center",5.04,2.49,2.01,0.42,0.1,0.01,0.01,0,0.12,0.02,28,12,16,4,6,1,1,3.56,26.85,4.37
"1241","2","KAKABADZE","OTAR",2019-10-03 08:00:18,"practice","right back",3.1,1.8,0.81,0.27,0.17,0.03,0.02,0,0.22,0.05,8,6,3,2,2,0,2,2.59,24.87,4.38
"1242","9","MARGIOTTA","F",2019-10-03 08:00:18,"practice","ran center",3.02,1.92,0.67,0.28,0.12,0.03,0,0,0.14,0.03,13,14,9,6,4,4,0,2.5,23.68,4.28
"1243","10","ELEKE","BLESSING",2019-10-03 08:00:18,"practice","center forward",3.68,2.22,1.07,0.22,0.14,0.03,0,0,0.17,0.03,15,12,4,8,1,4,0,3.13,23.2,4.2
"1244","11","SCHURPF","PASCA",2019-10-03 08:00:18,"practice","left forward",3.37,1.91,0.93,0.34,0.16,0.03,0,0,0.19,0.03,17,18,9,3,3,1,0,2.78,22.96,4.34
"1245","16","BINOUS","SALAH",2019-10-03 08:00:18,"practice","center forward",3.07,1.7,0.82,0.33,0.16,0.05,0.01,0,0.22,0.06,24,22,10,9,4,8,3,2.56,24.74,4.94
"1246","0","BALATUBAN","ASH",2020-10-03 08:35:11,"practice","left back",3.89,2.06,1.44,0.23,0.15,0.01,0,0,0.16,0.01,14,16,10,5,4,2,0,2.85,21.63,4.62
"1247","3","BÜRKI","MARCO",2020-10-03 08:35:11,"practice","left back",3.45,1.81,1.24,0.22,0.18,0.01,0,0,0.18,0,33,26,17,10,14,2,0,3.12,22.23,5
"1248","4","KNEZEVIC","STEFAN",2020-10-03 08:35:11,"practice","center back",3.39,1.71,1.21,0.33,0.11,0.03,0,0,0.14,0.03,29,11,13,3,5,2,0,3.2,23.1,4.77
"1249","5","ALVES","LUCAS",2020-10-03 08:35:11,"practice","center back",3.08,1.52,1.19,0.24,0.13,0.01,0,0,0.14,0.01,17,7,13,0,5,0,0,2.94,21.54,4.37
"1250","7","IBRAH","NDIAYE",2020-10-03 08:35:11,"practice","left forward",3.98,2.28,1.24,0.14,0.16,0.01,0.05,0.11,0.32,0.16,26,16,18,8,9,2,1,2.66,39.65,11.35
"1251","9","SORGIC","DEJAN",2020-10-03 08:35:11,"practice","ejan center",3,1.76,0.95,0.22,0.06,0,0,0,0.06,0,18,8,11,5,2,2,0,2.64,19.1,4.26
"1252","10","SCHAUB","LOUIS",2020-10-03 08:35:11,"practice","center midfield",3.79,1.96,1.23,0.45,0.15,0,0,0,0.15,0,25,10,16,4,4,0,0,3.35,21.14,4.98
"1253","11","SCHURPF","PASCA",2020-10-03 08:35:11,"practice","left forward",3.24,1.67,1.12,0.29,0.16,0.01,0,0,0.16,0.01,35,8,19,5,7,2,0,3.1,22.13,5.05
"1254","12","SIDLER","SYLVAN",2020-10-03 08:35:11,"practice","left back",3.53,1.99,1.03,0.36,0.12,0.02,0.02,0,0.15,0.04,23,15,8,13,3,4,1,2.99,26.02,5.04
"1255","13","NDENGE","TSIY",2020-10-03 08:35:11,"practice","center midfield",4.21,2.22,1.39,0.45,0.14,0.01,0,0,0.15,0.01,27,15,18,3,9,1,0,3.15,23.81,5.51
"1256","15","SCHULZ","MARVIN",2020-10-03 08:35:11,"practice","center midfield",3.65,1.82,1.33,0.28,0.12,0.02,0.04,0.04,0.21,0.1,31,20,15,4,10,2,2,3.07,33.31,9.12
"1257","18","EMINI","LORIK",2020-10-03 08:35:11,"practice","orik center",3.61,2.08,1.15,0.26,0.11,0,0,0,0.11,0,14,8,11,6,4,3,0,2.77,21.4,4.38
"1258","20","ALOUNGA","YVAN",2020-10-03 08:35:11,"practice","left forward",4.5,2.31,1.27,0.51,0.29,0.07,0.05,0,0.4,0.12,40,39,29,15,21,4,4,3.26,28.77,5.08
"1259","21","LINO","LANG",2020-10-03 08:35:11,"practice","right midfield",3.65,2.16,1.16,0.24,0.09,0,0,0,0.09,0,19,6,5,1,2,0,0,2.8,19.94,4.41
"1260","28","MARLEKU","MARK",2020-10-03 08:35:11,"practice","center forward",3.84,2.21,1.25,0.23,0.16,0,0,0,0.15,0,29,15,15,7,3,3,0,2.88,20.93,4.93
"1261","77","F","UGRINIC",2020-10-03 08:35:11,"practice","ilip center",3.91,2.06,1.24,0.35,0.24,0.03,0,0,0.26,0.03,29,12,20,5,12,2,0,3.01,22.26,5.09
"1262","0","BALATUBAN","ASH",2020-11-03 09:00:28,"practice","left back",7.3,2.57,2.55,1.4,0.61,0.14,0.03,0,0.77,0.17,53,57,22,23,10,12,5,4.73,26.23,4.91
"1263","3","BÜRKI","MARCO",2020-11-03 09:00:28,"practice","left back",7.13,1.92,3.13,1.49,0.56,0.04,0,0,0.58,0.04,58,52,21,26,6,16,0,4.68,22.75,4.69
"1264","4","KNEZEVIC","STEFAN",2020-11-03 09:00:28,"practice","center back",7.51,2.46,2.82,1.58,0.58,0.05,0.02,0,0.64,0.07,62,67,28,36,11,16,1,4.86,26.74,5.18
"1265","5","ALVES","LUCAS",2020-11-03 09:00:28,"practice","center back",7.21,2.21,3.05,1.54,0.39,0.02,0,0,0.41,0.03,51,48,26,19,11,6,1,4.62,24.47,4.7
"1266","7","IBRAH","NDIAYE",2020-11-03 09:00:28,"practice","left forward",6.87,1.84,2.65,1.64,0.57,0.15,0.02,0,0.72,0.16,62,71,30,38,14,23,4,4.44,26.22,5.23
"1267","9","SORGIC","DEJAN",2020-11-03 09:00:28,"practice","ejan center",6.01,2.37,2.31,0.82,0.46,0.05,0.01,0,0.51,0.06,23,33,20,20,4,8,2,3.63,25.46,4.5
"1268","10","SCHAUB","LOUIS",2020-11-03 09:00:28,"practice","center midfield",7.92,2.36,2.67,1.88,0.9,0.1,0.02,0,1,0.11,89,70,45,26,13,8,4,5.21,24.99,5.03
"1269","12","SIDLER","SYLVAN",2020-11-03 09:00:28,"practice","left back",6.6,2.18,2.4,1.32,0.54,0.11,0.04,0,0.68,0.16,49,51,18,26,6,13,3,4.17,26.93,4.74
"1270","14","CARBONELL","ALEX",2020-11-03 09:00:28,"practice","lex center",7.65,2.6,2.41,1.75,0.8,0.08,0,0,0.87,0.08,71,53,27,23,8,10,0,4.91,23.83,4.43
"1271","15","SCHULZ","MARVIN",2020-11-03 09:00:28,"practice","center midfield",4.93,2.14,1.38,0.82,0.46,0.12,0.01,0,0.58,0.13,20,13,9,8,4,7,4,3.49,25.14,4.79
"1272","18","EMINI","LORIK",2020-11-03 09:00:28,"practice","orik center",7.47,2.45,2.68,1.66,0.59,0.08,0.02,0,0.68,0.1,59,57,22,24,5,13,4,4.91,26.14,4.85
"1273","20","ALOUNGA","YVAN",2020-11-03 09:00:28,"practice","left forward",6.21,2.48,2.11,1.01,0.49,0.09,0.02,0,0.59,0.1,46,56,24,26,9,20,3,3.89,25.68,4.46
"1274","21","LINO","LANG",2020-11-03 09:00:28,"practice","right midfield",7.39,2.47,2.76,1.35,0.69,0.1,0.02,0,0.79,0.11,77,74,47,31,14,17,3,4.86,25.79,5.8
"1275","23","TAZAR","VAROL",2020-11-03 09:00:28,"practice","left forward",6.32,2.32,2.12,1.11,0.59,0.13,0.05,0,0.76,0.18,50,27,27,15,15,7,6,3.96,26.45,5.24
"1276","25","FRYDEK","MARTIN",2020-11-03 09:00:28,"practice","artin left",7.72,2.09,3.04,1.69,0.66,0.17,0.08,0,0.89,0.24,33,52,13,30,5,14,9,5.06,27.74,4.61
"1277","28","MARLEKU","MARK",2020-11-03 09:00:28,"practice","center forward",6.84,2.59,2.34,1.33,0.51,0.04,0.03,0,0.57,0.07,84,48,33,24,6,8,2,4.48,28.08,4.61
"1278","77","F","UGRINIC",2020-11-03 09:00:28,"practice","ilip center",6.41,2.55,1.96,1.23,0.61,0.03,0.03,0,0.66,0.06,54,39,21,15,4,9,3,4.08,27.39,4.77
"1279","3","CIRKOVIC","LAZAR",2019-12-03 14:12:56,"practice","center back",4.55,1.75,2.25,0.46,0.09,0.01,0,0,0.09,0.01,17,7,4,4,2,0,0,4.21,22.06,4.39
"1280","5","ALVES","LUCAS",2019-12-03 14:12:56,"practice","center back",3.9,1.29,2.03,0.47,0.09,0.02,0,0,0.11,0.02,11,10,3,1,2,2,1,4.24,25.07,4.68
"1281","6","ARNOLD","REMO",2019-12-03 14:12:56,"practice","center midfield",6.55,2.19,2.16,1.88,0.27,0.04,0.01,0,0.31,0.05,36,27,13,13,2,5,1,5.05,26.06,4.4
"1282","7","IBRAH","NDIAYE",2019-12-03 14:12:56,"practice","left forward",4.99,1.76,2.14,0.57,0.3,0.14,0.09,0,0.52,0.22,31,38,9,21,4,13,7,3.65,29.56,4.97
"1283","9","MARGIOTTA","F",2019-12-03 14:12:56,"practice","ran center",5.88,1.9,2.26,1.35,0.35,0.02,0.01,0,0.36,0.02,26,26,3,9,0,0,1,4.53,24.72,3.97
"1284","10","ELEKE","BLESSING",2019-12-03 14:12:56,"practice","center forward",6.39,2.37,2.51,1.11,0.34,0.06,0,0,0.39,0.06,45,33,12,22,3,10,1,4.77,24.1,4.36
"1285","12","SIDLER","SYLVAN",2019-12-03 14:12:56,"practice","left back",5.36,2.19,1.78,1.16,0.14,0.03,0.05,0,0.22,0.08,19,29,2,9,1,3,3,4.59,26.59,4.5
"1286","14","VOCA","IDRIZ",2019-12-03 14:12:56,"practice","center midfield",4.46,1.52,1.57,1.19,0.12,0.06,0,0,0.17,0.06,6,11,2,5,0,0,0,4.17,23.49,3.9
"1287","17","GRETHER","SIMON",2019-12-03 14:12:56,"practice","right back",4.31,1.65,1.78,0.76,0.07,0.02,0.03,0,0.12,0.05,9,18,3,3,1,0,2,3.91,26.95,4.32
"1288","18","EMINI","LORIK",2019-12-03 14:12:56,"practice","orik center",5.97,1.95,2.54,1.12,0.3,0.07,0,0,0.37,0.07,36,48,11,21,1,6,1,4.57,24.33,4.29
"1289","20","DEMHASAJ","MIMI",2019-12-03 14:12:56,"practice","center forward",6.23,2.11,2.27,1.31,0.41,0.1,0.04,0,0.53,0.13,35,36,15,14,3,5,5,4.72,27.51,4.72
"1290","21","MALES","DARIAN",2019-12-03 14:12:56,"practice","center forward",4.82,1.76,1.83,0.82,0.29,0.08,0.04,0,0.4,0.12,21,25,8,13,3,10,4,4.43,26.05,4.46
"1291","22","BURCH","MARCO",2019-12-03 14:12:56,"practice","right back",6.42,2.43,2.48,1.23,0.27,0.01,0,0,0.27,0.01,49,59,16,32,5,15,0,4.83,22.73,4.39
"1292","23","MISTVAFOVIC","DAVID",2019-12-03 14:12:56,"practice","center back",4.7,1.4,1.55,1.49,0.21,0.05,0.01,0,0.26,0.05,27,14,8,5,4,5,1,4.4,24.32,4.65
"1293","28","TIA","CHEF",2019-12-03 14:12:56,"practice","center forward",6.41,2.05,2.64,1.31,0.32,0.05,0.03,0,0.39,0.08,37,38,11,12,3,7,4,4.92,26.73,4.71
"1294","77","RYDER","MATOS",2019-12-03 14:12:56,"practice","center forward",6.34,1.96,2.69,1.05,0.44,0.16,0.04,0,0.63,0.2,48,45,25,26,5,7,5,4.86,26.33,5.03
"1295","0","BALATUBAN","ASH",2020-12-03 09:29:11,"practice","left back",4.59,1.57,1.65,1.08,0.28,0.02,0,0,0.29,0.02,52,42,21,24,10,6,0,4.61,22.24,5.4
"1296","2","ALABI","SAMUEL",2020-12-03 09:29:11,"practice","amuel center",4.44,1.59,1.62,1.06,0.16,0.01,0,0,0.16,0.01,35,41,11,20,1,9,0,4.53,23.27,4.22
"1297","3","BÜRKI","MARCO",2020-12-03 09:29:11,"practice","left back",4.56,1.52,1.51,1.2,0.31,0.01,0,0,0.32,0.02,56,32,29,14,15,7,1,4.73,25.06,4.94
"1298","7","IBRAH","NDIAYE",2020-12-03 09:29:11,"practice","left forward",4.3,1.55,1.42,0.94,0.37,0.02,0.01,0,0.39,0.03,80,57,39,35,13,19,1,4.4,25.62,5.03
"1299","19","OWUSU","TYRON",2020-12-03 09:29:11,"practice","left forward",4.4,1.47,1.53,1.19,0.2,0.01,0,0,0.21,0.02,38,31,12,19,2,8,1,4.57,24.71,4.64
"1300","20","ALOUNGA","YVAN",2020-12-03 09:29:11,"practice","left forward",4.25,1.67,1.41,0.9,0.26,0.01,0,0,0.26,0.01,60,43,24,20,9,12,0,4.3,22.94,4.77
"1301","21","LINO","LANG",2020-12-03 09:29:11,"practice","right midfield",4.7,1.52,1.68,1.24,0.26,0.01,0,0,0.26,0.01,47,33,18,20,4,6,0,4.83,22.14,4.45
"1302","28","MARLEKU","MARK",2020-12-03 09:29:11,"practice","center forward",4.59,1.54,1.69,1.15,0.19,0.02,0,0,0.2,0.02,47,44,17,20,3,7,0,4.74,23.73,4.17
"1303","3","CIRKOVIC","LAZAR",2020-01-04 09:03:16,"practice","center back",2.45,1.3,0.56,0.43,0.15,0,0,0,0.15,0,69,30,45,13,23,2,0,2.21,21.06,5.2
"1304","4","KNEZEVIC","STEFAN",2020-01-04 09:03:16,"practice","center back",2.7,1.38,0.65,0.43,0.24,0.01,0,0,0.24,0.01,98,58,61,27,37,9,0,2.49,22.03,5.09
"1305","12","SIDLER","SYLVAN",2020-01-04 09:03:16,"practice","left back",2.9,1.47,0.74,0.41,0.25,0.02,0,0,0.27,0.02,114,57,52,28,24,21,0,2.65,23.99,4.72
"1306","22","BURCH","MARCO",2020-01-04 09:03:16,"practice","right back",2.83,1.34,0.73,0.5,0.25,0.01,0,0,0.25,0.01,83,41,48,21,12,6,0,2.54,21.77,4.79
"1307","0","BALATUBAN","ASH",2021-01-04 09:04:41,"practice","left back",5.22,2.17,2.13,0.66,0.2,0.05,0.02,0,0.25,0.06,38,24,12,11,7,6,3,4.52,25.46,5.66
